,production_company,number_of_movies
14667,Half Moon Entertainment,2
21317,Möbius Entertainment,2
21322,N. Chandra Productions,2
14650,Haiyuza,2
14649,Haiyu-za Film Production Company Ltd.,2
21333,NANDAR Entertainment Group,2
21285,My Theater D.D.,2
14624,Hachette-Fox Productions,2
14621,Habitacion 1520 Producciones,2
14619,Habbekrats,2
21346,NDF International,2
14616,HUPE Film- & Fernsehproduktion,2
21348,NEF Diffusion,2
21354,NF Geria II Filmgesellschaft m.b.H.,2
14605,HOT,2
14604,HMV Digital China Group Limited,2
14601,HKFilm,2
14598,HK Film Production,2
21359,NFM,2
21286,My Way Film Company,2
14714,Handmade Films,2
14829,Harry Brandt Productions,2
14775,HarBel Productions,2
14822,Harpo Films,2
14819,Harold Robbins International Company,2
21205,Multi Screen Multimedia,2
14815,Harold Film,2
21213,Multimedia Est,2
14805,Harlequin Productions Ltd.,2
21215,Multimedia Film- und Fernsehproduktions GmbH,2
14800,Harlech Television (HTV),2
21222,Multivideo,2
21226,Mumbai Mantra Media,2
21228,Mundial Film,2
14786,Hard Faith,2
21237,Murakami-Wolf Productions,2
14728,Hank and Jed Movie Pictures,2
14772,Happy Smile Films,2
14764,Happy Hour Films,2
14761,Happy Fiction,2
21247,Murugan Cine Arts,2
21248,Muse Entertainment Enterprises,2
14755,Happy Cloud Pictures,2
14754,Happy Celluloid,2
14751,Happinet Pictures,2
21259,Mustang Sally LLC,2
14739,Hans Domnick Filmproduktion,2
21262,Mutant Films,2
14735,Hannibal Classics,2
15128,Highroad,2
15133,Highwire Entertainment,2
20970,Mor Entertainment,2
20720,Mirror Films,2
15536,I Love That Dog Films,2
20690,Miracle Entertainment,2
20691,Miracle Pictures,2
20692,Miracle Productions,2
20696,Mirage Films,2
15523,Hägring AB,2
15520,Hyunjin Cinema,2
20702,Miramar Film,2
15514,Hyperion,2
20706,Mirashin Korea,2
15501,Hyde Park Films,2
15497,Hybrid Films,2
15490,Hutson Ranch Media,2
15554,IB3 Televisió,2
20724,Mirror Productions,2
20726,Mirrorball Films,2
15476,Hunting Lane Films,2
15473,Hunter Films,2
15464,Hungry Bear Productions,2
20739,Misr Cinema Company,2
20741,Misr Co.,2
15457,Hundy Gilbert Media,2
20752,Mister Lister Films,2
20756,Mistral Pictures LLC,2
20757,Mistrus Media,2
15433,Huh huh -Filmi Oy,2
20677,MinusGreen Productions,2
15560,ICON Entertainment Media,2
15142,Hillin Entertainment,2
15613,ITI Film Studio,2
15667,Ideas y Producciones Cinematográficas (IPC),2
20612,Millimeter Film,2
15659,Id Films,2
15658,Icónica S.A.,2
15657,Icónica Producciones,2
20621,Milner Brothers Productions,2
15646,Icon Film,2
15641,Ichais Productions,2
15630,Iblis Films,2
15626,Iberrota Films,2
20641,Mindlight Films,2
15617,ITN Films,2
15609,ITC Entertainment Group,2
15563,IDG China Media,2
15599,INmotion Films,2
15596,INDY UK Films Limited,2
20657,Mini Studio,2
15587,IMA Productions,2
15586,IM Pictures,2
15583,ILA Films,2
15581,IKM Productions,2
15578,II Films,2
15576,IGA Medya,2
20664,Ministry Machine Productions,2
20666,Ministry of Culture & Art of Ukraine,2
20669,"Ministry of Health and Family Welfare, Government of India",2
15432,Hugo Productions,2
15430,Hugo Grimaldi Film Productions,2
20764,Mithya Talkies,2
15241,Hollywood Pictures Corporation (II),2
20857,Mondaymovies,2
15296,Hong Kong Pineast Pictures,2
20860,Mondo Furioso Filmproductions,2
15291,Hong Hwa Motion Picture Company,2
15288,Hong Film,2
20868,Moneypenny Filmproduktion GmbH,2
15280,Honarpooya Group,2
20870,Mongol Film Group,2
15272,Homemade Films,2
20888,Monogatari,2
15252,Holmby Pictures,2
20894,Monomania Films,2
15238,Hollywood Partners,2
15417,Hub Ho Hin Films,2
20897,Monoo,2
15235,Hollywood International Pictures,2
15234,Hollywood Gang Productions,2
20900,Monster Film,2
20907,Montage,2
15221,Hollow Films,2
20909,Montage Films,2
15206,Hold Up Films,2
15203,Hokus Fokus,2
15199,Hodcarrier Films,2
15172,Hit & Run Productions,2
20952,Moonlight Film Production,2
20854,Monarex,2
15302,Honora,2
15303,Honto Production,2
20852,Monarch Productions Limited,2
15413,Huayi Brothers & Taihe Film Investment,2
15412,Huayi Brothers,2
20772,Mitteldeutscher Rundfunk (MDR),2
15404,Hua Wen Movie Group,2
15403,Hu Tong Communications,2
20780,Mjölk Movies,2
15393,Howard Productions (II),2
15391,How follows what,2
20789,Mobius International,2
15386,Hoventin Films Production,2
20793,Mocushura,2
15369,Hotbed Media,2
15364,Hot Property Films,2
20810,Modoc Spring,2
20816,Mohana Movies,2
15352,Horsethief Pictures,2
15351,Horseshoe Pictures,2
20822,Molake Pictures,2
20824,Molding Clay Productions,2
15339,Horror Hotel,2
15337,Horosho Production,2
15322,Horamagica Producciones,2
20840,Momentum Pictures,2
20842,Mompracem,2
15315,Hope Street Entertainment,2
16630,Janus Filmproduktion GmbH,2
16633,Japan Digital Contents Trust (JDCT),2
19945,Mars Films,2
17914,LWH Entertainment,2
17984,La Vérité Production,2
18996,Lounge Entertainment GmbH,2
17977,La Steaua Film Studio,2
17976,La Sorcière Rouge,2
17972,La Société Française de Cinematographie,2
19007,Loveless,2
17950,La Mirada Producciones,2
19016,Low Spark Films,2
17948,La Maison de Prod,2
19020,Lowndes Productions Limited,2
19021,Lu Films,2
17931,La Cruzada Entertainment,2
19043,Lucky Bird Pictures,2
18989,Louis De Rochemont Associates,2
19044,Lucky Chester & Mavis Inc.,2
19048,Lucky Day Studios,2
17906,LQ/JAF,2
17900,LMG Film Productions Limited,2
19059,Lucky Red Film & TV,2
17890,LETV Pictures,2
19070,Luis Moro Productions,2
17878,LAZ Audiovisual,2
17877,LAHorror.com,2
19071,Luis Trenker-Film,2
19076,Lum.Invest,2
17868,L.P. Film,2
17986,La Zanfoña Producciones,2
17992,Lab4 Productions,2
17863,L.B.Films International,2
18042,Lakshmi Prasanna Combines,2
18086,Lanterna Magica,2
18085,Lanterna Editrice,2
18084,Lantana,2
18082,Langley Productions,2
18078,Landers-Roberts Productions,2
18931,Lookout Films,2
18938,Lord Grade,2
18058,Lambor Films,2
18949,Los Altos Productions,2
18054,Lama Productions,2
18954,Los Griegos Films,2
18957,Lost Art Films,2
18961,Lost Eye Films,2
17993,Laberinto Producciones,2
18036,Lakeview Pictures,2
18963,Lost Lane Entertainment,2
18033,Lakeshore International,2
18024,Laila Films,2
18022,Laguna Productions,2
18016,Lago Film,2
18015,Lagniappe Films,2
18012,Laetitia Film,2
18003,Ladd Enterprises,2
18001,Lacy Internacional Films,2
17996,Labyrinth Films,2
18987,Loud Pictures,2
19081,Lumiere Film Company,2
17857,L.A. Dreams Productions,2
16651,Jasmine Productions Inc.,2
17637,Knockonwood,2
17683,Konidela Production Company,2
19217,M.S. Arts,2
17676,Kona Film Corporation,2
17673,Kompas Gramedia,2
19221,M2S1 Film,2
17669,Komixx Entertainment,2
17666,Koliba Film,2
19225,M39 Pictures,2
17659,Kokers Films,2
17658,Kojo Pictures,2
17657,Koji Productions,2
17644,Koa Aloha Media,2
19247,MAFILM Stúdió 3,2
17705,Korean Film,2
17633,Knightscove Entertainment,2
17632,Knightsbridge Theatre Films,2
19248,MAFILM Társulás Stúdió,2
17629,Knights of the B Productions,2
19251,MAK Productions,2
17623,Kmunications,2
19258,MATIZ Arte Digital,2
19259,MAX Film,2
19267,MC4 Productions,2
17606,Kitchen Table Films,2
19269,MCEG/Sterling Entertainment,2
19275,MD Media,2
17690,Konwiser Brothers,2
19197,M.C. Productions,2
17850,L'Ottava,2
17790,Kulturtuben,2
17848,L'Occhio e la Luna,2
17845,L'Alliance Cinématographique Européenne (ACE),2
17840,Kült Film Yapim,2
19103,Lunacy,2
19111,Lungta Film,2
19113,Lupa Filmes,2
17819,Kuzey Film,2
19114,Lupin Film,2
19115,Lupo-Anthony-Quintano Productions,2
17805,Kunt Film,2
17801,Kunlun Film Co.,2
19126,Luv Films,2
19134,Lux Vide,2
17716,Koskino Natalia Grzegorzek,2
19140,Luz y Sonidos,2
17766,Krukfilms,2
19157,Lyric Films,2
17753,Kripa Films,2
19162,Långfilm Productions Finland Oy,2
17736,Kramer Producciones,2
17734,Kramer & Sigman Films,2
17730,Kphat Productions,2
19182,M&M Film,2
17726,Kouwa International,2
17725,Kouf/Bigelow Productions,2
17721,"Kosovo Film, Pristina",2
18923,Look Film,2
18922,Look At Me Films,2
18121,Lasihelmi Filmi,2
18440,Les Films de la Fusée,2
18672,Lima Productions,2
18491,Les Productions Belles Rives,2
18676,Lime Film,2
18678,Lime Street Entertainment,2
18680,Limelight,2
18478,Les Films du Triangle,2
18476,Les Films du Siècle,2
18475,Les Films du Rivage,2
18474,Les Films du Requin,2
18466,Les Films du Loup,2
18454,Les Films du Clan,2
18447,Les Films de la Strada,2
18438,Les Films de la Croisade,2
18668,Liliw Films International,2
18433,Les Films de la Boissière,2
18429,Les Films de l'Equinoxe,2
18419,Les Films de Montfort,2
18417,Les Films de Françoise,2
18414,Les Films d'Antoine,2
18712,Linn Productions,2
18714,Lion Dog,2
18715,Lion Film,2
18401,Les Films Plain Chant,2
18399,Les Films Paul Grimault,2
18396,Les Films Number One,2
18395,Les Films Noirs,2
18495,Les Productions Cinématographiques (L.P.C.),2
18505,Les Productions Montaigne,2
18128,Last British Dragon,2
18637,Lightbox Filmes,2
18602,Lido Films,2
18601,Liden Films,2
18598,Lichtblick Media,2
18592,Libra Productions Inc.,2
18587,Liberty Productions dba Night Dove Pictures,2
18616,Lifeline Entertainment,2
18584,Liberty Pictures,2
18579,Liberty Films (II),2
18575,Libertas,2
18630,LightSong Films,2
18561,Lexicon Entertainment,2
18557,Lewis Pictures,2
18555,Lewis Milestone Productions,2
18666,Lili Productions,2
18644,Lighthouse Pictures,2
18544,Level 10 Films,2
18539,Letterbox Filmproduktion,2
18650,Lightning Rod Studios,2
18531,Lester Cowan Productions,2
18530,Lesson 1 Entertainment,2
18526,Les' Copaque Production,2
18657,Lightstream Entertainment,2
18520,Les films du premier,2
18514,Les Productions du Champ Poirier,2
18513,Les Productions du Cerf,2
18664,Lila 9th Productions,2
18394,Les Films Molière,2
18723,Lionceau Films,2
18381,Les Films Jean Giono,2
18194,Laurelwood Productions,2
18250,Leader Asia Pacific Creativity Center,2
18804,Live Wire Films,2
18812,Living Spirit Pictures,2
18236,Le May-Templeton Pictures,2
18235,Le Groupe des Quatre,2
18227,Lazennec Films,2
18223,Layton Film Productions Inc.,2
18217,Lawson Entertainment,2
18213,Lawrence Turman,2
18209,Lawrence Gordon Productions,2
18206,Lavorágine Films,2
18834,Lock and Monkey Productions,2
18193,Laurel and Hardy Feature Productions,2
18380,Les Films Jacques Leitienne,2
18847,Lodger Films,2
18848,Loew's,2
18183,Launchpad Productions,2
18176,Laughing Kookaburra Productions,2
18863,Lola Films,2
18157,Latigo Entertainment,2
18152,Latent Image,2
18882,London Independent Producers,2
18142,Last Pictures,2
18886,London-Cannon Films,2
18892,Lone Wolf Productions,2
18131,Last Call Productions,2
18251,Leader Cinematografica,2
18794,Little Warsaw Productions,2
18263,Lee Daniels Entertainment,2
18268,Lee Mendelson Film Productions,2
18375,Les Films Galaxie,2
18361,Les Films André Paulvé,2
18360,Les Films Alyne,2
18740,Liquid Films,2
18335,Leonidas Films,2
18334,Leonian,2
18333,Leone International,2
18332,Leone Film Group,2
18330,Leone,2
18328,Leonard Goldstein Productions,2
18324,Leon Fromkess-Sam Firks Productions,2
18755,Lithium Studios,2
18757,Litl Baz Pictures,2
18314,Lenox Films,2
18313,Leningrad Popular Science Film Studio,2
18760,Little Big Films,2
18762,Little Big Productions,2
18303,LeisureSuit Media,2
18764,Little Bird Productions,2
18300,Leif Films,2
18292,Legend3D,2
18771,Little Films,2
18778,Little Lamb Films,2
18277,Left Turn Films,2
18276,Left Field Ventures,2
17595,Kirt Films,2
19278,MD productions,2
17591,Kirlian Pictures,2
19748,Maneglia - Schémbori Realizadores,2
19722,Mancori,2
16964,June Pictures,2
16960,Junafilm,2
19726,Mandala Films,2
16954,Juma Film,2
16953,July Street Entertainment,2
19730,Mandalay Vision,2
19733,Mandarin Motion Pictures,2
16942,Julia Film,2
19742,Mandragora Movies,2
19744,Mandrake Films,2
16931,Jubilee Productions,2
16927,Jozan Film,2
16971,Junglee Pictures,2
16920,Joy PR Yapim,2
19755,Manga Films,2
16917,Jovera Pictures AG/SA,2
19765,Manhattan Productions,2
19766,Maniac Films,2
16900,Joseph Shaftel Productions,2
19769,Manian Pillai Raju Productions,2
16894,Joseph Janni Production,2
16893,Joseph James Films,2
16891,Joseph F. Robertson Productions,2
19776,Manish Arts,2
19792,Mansfield Dark Productions,2
19719,Manchester Films,2
16974,Juniper Films,2
17101,KNR Productions,2
17033,K-Star,2
19635,Majestic Motion Picture Company,2
17090,KL POST Sdn Bhd,2
17086,KJR Studios,2
17085,KIT Film Studio,2
19640,Majid Majidi Film Production (I) (II),2
19642,Major Independents,2
17076,KD Studios,2
17065,KAFA Films,2
17063,K9 Films,2
17062,K5 International,2
19660,Makinist Film,2
17052,K.S. Films,2
17032,K-Line,2
16975,Junk Film Y.K.,2
17028,K&S Films,2
17022,K Manju Cinemaas,2
19684,Maljack Productions,2
17016,Júlio Bressane Produções Cinematográficas,2
19688,Malofilm Communications Inc.,2
19699,Mama Bear Studios,2
17000,Just a moment,2
16999,Just Yellow Media Pvt. Ltd.,2
16984,Jupiter Film Productions,2
16983,Jupiter Film,2
19713,Manacoa Films,2
16979,JuntoBox Films,2
19795,Manson Corporation,2
16864,Jonai Productions,2
16860,Jomami Filmproduktion,2
16685,Jean Vigo International,2
16734,Jerry Lewis Pictures,2
19879,Marie-Amélie Productions,2
16731,Jerry Bruckheimer Films,2
19882,Marilyn Productions,2
19884,Mario Zampi Productions,2
19885,Marion Davies Film Corporation,2
16716,Jensen Farley Pictures,2
16710,Jenkev Productions,2
19898,Mark Hellinger Productions,2
16703,Jeffrey White Productions,2
16700,Jefferson Pictures Corporation,2
16690,Jed Buell Productions,2
19913,Marketing Media Corporation,2
16859,Joma Films,2
16682,Jazzy Pictures,2
16681,Jazz Pictures,2
19914,Markham Street Films,2
16676,Jayvijay Enterprises,2
19918,Marksman Productions Ltd.,2
16671,Jayanna Combines,2
16666,Jay-Dee-Kay Productions,2
16664,Jay Silverman Productions,2
19926,Marmalade Films,2
16658,Jawa,2
16657,Javelina 98 Productions,2
19934,Marquette Productions Ltd.,2
16743,Jeskid Productions,2
16747,Jesulu Productions,2
19872,Margo Cinema,2
16754,Jethro Films Production,2
16858,Jolyon Symonds Productions Ltd.,2
16855,JollyRoger,2
16849,Jolene Films,2
16847,Joker Films,2
16843,Johny Sagarika Film Company,2
16834,John Wells Productions,2
16832,John Swimmer Productions,2
16829,John Schneider Studios,2
16825,John McCormick Productions,2
16823,John Lamond Motion Picture Enterprises,2
16820,John Houseman Productions,2
16818,John Harvel Productions,2
16814,John Farrow Productions,2
16802,Joel Films,2
19836,Marathon Pictures,2
19845,Marble Island Pictures,2
19847,Marc Selz Productions,2
16783,Jirafa,2
16780,Jininsa Films,2
16776,Jin Chuan Pictures,2
16774,Jimmy Sheirgill Productions,2
19863,Mardi Gras Productions Inc.,2
16762,Jhakaas,2
16759,Jewell Enterprises Inc.,2
16757,Jewel Productions,2
19631,Majestic Films,2
19628,Majestic Film Australia,2
17588,Kirghizfilm,2
17410,Khosla Enterprises,2
17450,Kill The Sunset Pictures,2
19380,MTM Enterprises,2
19384,MTV Films,2
17439,Kiil Produksjons,2
17438,Kiil Produksjon,2
17435,Kievnauchfilm,2
17429,Kickstart Productions,2
17424,Kick the Machine,2
19398,MVV Cinema,2
17419,Kick Film,2
19403,Ma.ja.de. Fiction,2
17413,Khussro Films,2
17407,Khat o Moj,2
19373,MSM Motion Pictures,2
19410,Maan Films,2
17403,Khaneh Hamayesh,2
19415,MacGuffin Pictures,2
19416,MacLean and Company,2
19420,Macari/Edelstein,2
19421,Macassar Productions,2
17388,Key Entertainment,2
19423,Mace Neufeld Productions,2
17382,Ketan Mehta Films,2
17381,Kestrel Films,2
17377,Kerrdog Productions,2
17374,Kerfrance Production,2
19375,MT Art Prod.,2
19372,MS-Films,2
17109,KS Pictures,2
17514,Kingsgate Films,2
19287,MEB Entertainment,2
17575,Kinoteka,2
17574,Kinotaurus,2
17572,Kinostudya imeni Gor'kogo,2
19291,MF Films,2
17567,Kinoslovo,2
17562,Kinorob,2
19304,MGM-EMI,2
19307,MHz Film,2
17540,KinoMost,2
17532,Kino Works,2
17529,Kino Oko,2
17513,Kingsborough Greenlight Pictures,2
17463,Kim and Jim Productions,2
19336,MMM Film Zimmermann & Co.,2
19340,MNC Pictures,2
19347,MORE Productions,2
19352,MP Productions,2
17488,King Bolden,2
17483,Kinetic Films,2
17477,Kinematografska Kuca,2
17475,Kinema Sarajevo,2
19367,MRB Productions,2
17469,Kinderfilm,2
17466,Kimura Productions,2
19370,MS Films,2
19429,Machete Producciones,2
17367,Kenneth Shipman Productions,2
19437,Mad As Birds,2
19566,Magnolia Filmproduktion,2
17234,Kara Kedi Film,2
17221,Kanzaman,2
17217,Kanoon-E Sinamagran-E Pishro,2
19549,Magma Films,2
19552,Magna Films,2
17208,Kang Je-Kyu Film Co. Ltd.,2
17204,Kanal 5,2
19558,Magnet Releasing,2
17199,Kaminski.Stiehm.Film GmbH,2
17196,Kamias Road,2
17193,Kamera Film Unit,2
19564,Magnifique Creative Media Production,2
17174,Kalpar Pictures,2
19442,Mad Entertainment,2
17173,Kalpanalok,2
19581,Magouric Productions,2
17165,Kaleidoscope Pictures,2
17160,Kalakendra Films,2
19591,Mahagan Films Co. Ltd.,2
17155,Kaissar Film,2
19595,Maharaja Entertainments,2
17146,Kahuuna Films,2
19605,Maiden Voyage,2
17134,Kadokawa Herald Pictures,2
19612,Maindiner Music & Film,2
17115,KVID Film Company,2
17240,Karavan,2
17245,Karen Film,2
19523,Magic Mask Pictures Limited,2
17254,Karim Movies,2
17356,Kenanya Films,2
19447,Mad Science Films,2
17339,Keep Your Head,2
17335,Kee Woo Film (H.K.)Co.,2
19459,Made It Myself Pictures,2
19463,Madeleine,2
19466,Madera Productions,2
19467,Maderfilm Productions,2
19468,Madhav Media,2
19484,Madwriter Production,2
19492,Mag Enterprises,2
19497,Maged Film,2
17286,Kastle Films,2
17279,Kasbah Films,2
17278,Kasander Film Company,2
19506,Magic Box Motion Pictures,2
17275,Karuna Pictures,2
17272,Karthikeya Creations,2
19510,Magic Elevator,2
17266,Karoprokat,2
19516,Magic Head Film Production Co.,2
17261,Karmayug Films,2
17259,Karma Entertainment,2
19520,Magic Hour Pictures,2
19521,Magic Lantern,2
21361,NFP media rights,2
21364,NGN,2
10477,Eastern Bright Motion Picture,2
11786,Fedelfilm,2
11863,Ffilm Ffolyn,2
23204,Penta Pictures,2
11852,Fetisoff Illusion,2
11848,Fessier Pagano Productions,2
11842,Fernwood Productions Inc.,2
11840,Fernsehfilmproduktion Dr. Heinz Schneiderbauer,2
11824,Fencesitter Films,2
23236,Performance Pictures Inc.,2
11809,Felicia Film,2
23246,Periscope Entertainment,2
23247,Periscope Pictures,2
11794,Federighi Films,2
23261,Persistent Entertainment,2
11869,Fiction Cinematografica S.p.a.,2
23269,Perspective Films,2
11761,Fawcett-Majors Productions,2
11752,Faulkner Productions,2
11746,Fatal Black,2
23292,Peters Entertainment,2
23294,Petersham Pictures,2
11735,Fastbreak Films,2
11732,Fast Forward Media,2
11726,Fasad Postproduktion,2
11723,Farsa Producciones,2
11718,Faros-Film,2
11717,Faro Film,2
23203,Penta Films,2
11870,Fiction Films,2
23318,Phenicia Films,2
23170,Películas Latinoamericanas S.A.,2
11972,Film Corporation of Kenya,2
23134,Pearl City Films,2
11950,Film Business International,2
23149,Peer Oppenheimer Production Inc.,2
11946,Film Bridge International,2
23155,Pegaso Cinematografica,2
11940,Film Bangkok,2
23160,Pelemele Film,2
11930,Film Agency for Wales,2
11925,Film 90,2
11922,Film 44,2
11921,Film 4,2
23171,Películas Pendelton,2
23199,Pensa & Rocca Producciones,2
11913,Filbert Steps Productions,2
23173,Pen Movies,2
11909,Fikirtepe Film,2
11906,Figment Films,2
